Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,total_sqft
1079,160,RL,36.0,2448,Pave,No Alley,9,Lvl,1,Inside,4,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,16,9,PConc,16,9,1,36,573.0,1,0.0,191.0,764.0,GasA,25,1,16,764,862,0,1.0,0.0,2,1,2,1,16,49,0,0,BuiltIn,2003.0,4,474.0,9,9,Y,0,27,0,0,0,0,0,0,No Feature,0,10,2008,WD ,154000,2390.0
2615,20,RL,73.0,7100,Pave,No Alley,4,Lvl,1,Corner,4,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,9,9,CBlock,9,9,1,36,708.0,1,0.0,108.0,816.0,GasA,9,1,9,816,0,0,1.0,0.0,1,0,2,1,9,49,0,0,Detchd,1957.0,1,308.0,9,9,Y,0,0,0,0,0,0,0,0,No Feature,0,7,2006,WD ,129900,1632.0
329,160,RM,36.0,2592,Pave,No Alley,9,Lvl,1,Inside,4,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,9,9,CBlock,16,9,1,9,129.0,16,232.0,175.0,536.0,GasA,9,1,16,536,576,0,0.0,0.0,1,1,3,1,9,49,0,0,Attchd,1976.0,1,336.0,9,9,Y,182,0,0,0,0,0,0,0,No Feature,0,4,2010,WD ,85000,1648.0
1320,50,RM,0.0,5700,Pave,No Alley,9,Lvl,1,Inside,4,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,9,9,PConc,9,9,1,1,0.0,1,0.0,572.0,572.0,GasA,9,1,16,572,539,0,0.0,0.0,1,0,2,1,9,49,1,16,Detchd,1982.0,1,288.0,9,9,Y,0,0,176,0,0,0,0,0,No Feature,0,8,2008,WD ,116900,1683.0
416,160,RL,24.0,2289,Pave,No Alley,9,Lvl,1,Inside,4,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,9,9,CBlock,9,9,1,25,311.0,1,0.0,544.0,855.0,GasA,9,1,16,855,586,0,0.0,0.0,2,1,3,1,9,49,1,9,Attchd,1978.0,1,440.0,9,9,Y,28,0,0,0,0,0,0,0,No Feature,0,4,2009,WD ,148500,2296.0
284,190,RL,60.0,12180,Pave,No Alley,9,Lvl,1,Inside,4,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,9,4,BrkTil,16,9,1,16,348.0,1,0.0,324.0,672.0,Grav,4,0,9,672,252,0,1.0,0.0,1,0,2,1,4,49,0,0,Detchd,1941.0,1,280.0,9,9,Y,0,0,0,0,0,0,0,9,No Feature,0,7,2010,WD ,80000,1596.0
1385,85,RL,0.0,7400,Pave,No Alley,4,Lvl,1,CulDSac,4,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,9,9,PConc,16,9,9,4,104.0,25,956.0,0.0,1060.0,GasA,9,1,16,1126,0,0,1.0,0.0,1,0,2,1,9,49,0,0,Attchd,1984.0,1,506.0,9,9,Y,178,0,0,0,0,0,0,0,No Feature,0,3,2008,WD ,152000,2186.0
275,20,RL,68.0,8842,Pave,No Alley,9,Lvl,1,Corner,4,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,VinylSd,VinylSd,None,0.0,9,16,CBlock,4,9,1,1,0.0,1,0.0,381.0,381.0,GasA,25,1,16,992,0,0,0.0,0.0,1,0,3,1,9,49,0,0,Detchd,1954.0,1,319.0,9,9,Y,60,0,56,0,0,0,0,9,No Feature,0,1,2010,Oth,155891,1373.0
2024,50,RL,60.0,8850,Pave,Pave,9,Bnk,1,Inside,4,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,9,16,PConc,9,9,1,1,0.0,1,0.0,768.0,768.0,GasA,25,1,16,752,624,0,0.0,0.0,1,0,3,1,16,49,0,0,Detchd,1977.0,1,576.0,9,9,P,0,54,144,0,0,0,0,0,No Feature,0,2,2007,WD ,165000,2144.0
68,20,FV,92.0,9215,Pave,No Alley,9,Lvl,1,Inside,4,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,16,9,1,1,0.0,1,0.0,1218.0,1218.0,GasA,25,1,16,1218,0,0,0.0,0.0,2,0,2,1,16,49,0,0,Attchd,2009.0,4,676.0,9,9,Y,0,136,0,0,0,0,0,0,No Feature,0,4,2010,New,204500,2436.0
1910,70,RL,79.0,9480,Pave,No Alley,9,Lvl,1,Inside,4,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,9,9,CBlock,9,9,1,4,386.0,1,0.0,342.0,728.0,GasA,25,1,16,888,756,0,0.0,0.0,1,1,3,1,16,49,2,16,Attchd,1942.0,1,312.0,9,9,Y,168,0,0,0,0,0,0,0,No Feature,0,6,2007,WD ,146500,2372.0
381,20,RL,82.0,11880,Pave,No Alley,4,Lvl,1,Inside,4,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,9,9,CBlock,16,9,1,25,704.0,1,0.0,567.0,1271.0,GasA,9,1,16,1601,0,0,0.0,0.0,2,0,3,1,9,49,1,9,Attchd,1978.0,4,478.0,9,9,Y,0,0,0,0,0,0,0,0,No Feature,0,4,2009,COD,157000,2872.0
1323,70,RM,60.0,10800,Pave,No Alley,9,Lvl,1,Inside,4,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,9,9,BrkTil,9,9,4,1,0.0,1,0.0,1313.0,1313.0,GasW,16,1,16,1313,1182,0,0.0,0.0,2,0,5,1,9,49,1,16,Detchd,1950.0,1,342.0,9,4,Y,0,299,0,0,0,0,0,0,No Feature,0,12,2008,WD ,184000,3808.0
2432,60,RL,0.0,7861,Pave,No Alley,4,Lvl,1,Inside,4,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,16,9,1,36,457.0,1,0.0,326.0,783.0,GasA,25,1,16,807,702,0,1.0,0.0,2,1,3,1,16,49,1,16,Attchd,2002.0,9,393.0,9,9,Y,100,75,0,0,0,0,0,0,No Feature,0,6,2006,WD ,183200,2292.0
777,20,RL,0.0,11616,Pave,No Alley,9,Lvl,1,Inside,4,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,9,9,CBlock,9,9,1,4,170.0,16,670.0,252.0,1092.0,GasA,9,1,16,1092,0,0,0.0,1.0,1,0,3,1,9,49,1,1,Attchd,1962.0,1,288.0,9,9,Y,0,20,144,0,0,0,0,0,No Feature,0,9,2009,WD ,139000,2184.0
1107,60,RL,96.0,10542,Pave,No Alley,9,Lvl,1,Inside,4,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,16,9,PConc,16,9,16,36,1173.0,1,0.0,138.0,1311.0,GasA,25,1,16,1325,1093,0,1.0,0.0,2,1,3,1,16,49,1,9,Attchd,1993.0,4,983.0,9,9,Y,250,154,216,0,0,0,0,0,No Feature,0,8,2008,WD ,341000,3729.0
30,160,RM,21.0,1680,Pave,No Alley,9,Lvl,1,Inside,4,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,9,9,CBlock,9,9,1,9,156.0,1,0.0,327.0,483.0,GasA,9,1,16,483,504,0,0.0,0.0,1,1,2,1,9,49,0,0,Detchd,1971.0,1,264.0,9,9,Y,275,0,0,0,0,0,0,0,No Feature,0,2,2010,COD,96000,1470.0
282,20,RM,80.0,8546,Pave,No Alley,9,Lvl,1,Corner,4,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,9,9,PConc,16,9,1,1,0.0,1,0.0,1121.0,1121.0,GasA,25,1,16,1121,0,0,0.0,0.0,2,0,2,1,9,49,0,0,Attchd,2003.0,4,440.0,9,9,Y,132,64,0,0,0,0,0,0,No Feature,0,3,2010,WD ,140000,2242.0
188,20,RM,90.0,7407,Pave,No Alley,9,Lvl,1,Inside,4,OldTown,Artery,Norm,1Fam,1Story,6,7,1957,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,9,9,CBlock,9,9,1,36,600.0,1,0.0,312.0,912.0,GasA,9,1,9,1236,0,0,1.0,0.0,1,0,2,1,9,49,0,0,Attchd,1957.0,1,923.0,9,9,Y,0,158,158,0,0,0,0,9,No Feature,0,4,2010,WD ,149700,2148.0
2356,20,RL,78.0,10140,Pave,No Alley,9,Lvl,1,Inside,4,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,9,9,CBlock,16,9,1,25,788.0,1,0.0,268.0,1056.0,GasA,25,1,16,1074,0,0,1.0,0.0,1,1,3,1,9,49,0,0,Attchd,1975.0,4,495.0,9,9,Y,0,88,0,0,0,0,0,9,No Feature,0,7,2006,WD ,153500,2130.0
1554,20,A (agr),80.0,14584,Pave,No Alley,9,Low,1,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,AsbShng,VinylSd,None,0.0,4,1,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,1,0,9,733,0,0,0.0,0.0,1,0,2,1,4,0,0,0,Attchd,1952.0,1,487.0,4,1,N,0,0,0,0,0,0,0,0,No Feature,0,2,2008,WD ,13100,733.0
1464,60,RL,65.0,8158,Pave,No Alley,9,Lvl,1,Inside,4,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,16,9,PConc,16,9,1,36,550.0,1,0.0,334.0,884.0,GasA,25,1,16,884,884,0,1.0,0.0,2,1,3,1,16,49,0,0,Attchd,2003.0,4,543.0,9,9,Y,0,63,0,0,0,0,0,0,No Feature,0,7,2008,WD ,224900,2652.0
2469,20,FV,62.0,7500,Pave,Pave,9,Lvl,1,Inside,4,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,16,9,1,1,0.0,1,0.0,1257.0,1257.0,GasA,25,1,16,1266,0,0,0.0,0.0,2,0,3,1,16,49,1,9,Attchd,2005.0,1,453.0,9,9,Y,38,144,0,0,0,0,0,0,No Feature,0,4,2006,WD ,176000,2523.0
1834,50,RL,85.0,10678,Pave,No Alley,9,Lvl,1,Inside,4,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,16,9,PConc,16,9,1,36,700.0,1,0.0,983.0,1683.0,GasA,25,1,16,2129,743,0,0.0,0.0,2,1,4,1,16,49,1,9,Attchd,1992.0,9,541.0,9,9,Y,0,33,0,0,0,0,0,0,No Feature,0,4,2007,WD ,285000,4555.0
1779,20,RL,49.0,15256,Pave,No Alley,4,Lvl,1,CulDSac,4,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,16,9,PConc,16,9,16,36,929.0,1,0.0,556.0,1485.0,GasA,25,1,16,1464,0,0,1.0,0.0,2,0,3,1,16,49,0,0,Attchd,2007.0,1,754.0,9,9,Y,168,160,0,0,0,0,0,0,No Feature,0,8,2007,WD ,282922,2949.0
2569,60,RL,88.0,14200,Pave,No Alley,9,Lvl,1,Corner,4,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,9,9,CBlock,9,9,1,9,445.0,1,0.0,479.0,924.0,GasA,25,1,16,1216,941,0,0.0,0.0,2,1,4,1,16,49,2,16,Attchd,1966.0,9,487.0,9,9,Y,105,66,0,0,0,0,0,16,No Feature,0,5,2006,WD ,226000,3081.0
2334,60,RL,82.0,12438,Pave,No Alley,4,Lvl,1,Inside,4,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,25,9,PConc,25,16,1,1,0.0,1,0.0,1234.0,1234.0,GasA,25,1,16,1264,1312,0,0.0,0.0,2,1,4,1,25,49,1,16,BuiltIn,2006.0,9,666.0,9,9,Y,324,100,0,0,0,0,0,0,No Feature,0,7,2006,New,361919,3810.0
2330,60,RL,59.0,16023,Pave,No Alley,4,HLS,1,CulDSac,4,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,600.0,16,25,PConc,25,9,16,36,1218.0,1,0.0,180.0,1398.0,GasA,25,1,16,1414,1384,0,1.0,0.0,3,1,3,1,25,49,1,16,BuiltIn,2005.0,9,670.0,9,9,Y,182,37,0,0,0,0,0,0,No Feature,0,3,2006,New,457347,4196.0
2119,20,RL,155.0,20064,Pave,No Alley,4,Low,1,Inside,0,ClearCr,Norm,Norm,1Fam,1Story,8,6,1976,1976,Shed,WdShngl,Wd Sdng,Wd Sdng,None,0.0,16,9,CBlock,16,16,16,4,51.0,36,915.0,0.0,966.0,GasA,25,1,16,1743,0,0,2.0,0.0,0,1,0,1,16,49,2,4,Attchd,1976.0,9,529.0,9,9,Y,646,0,0,0,0,0,0,0,No Feature,0,5,2007,WD ,279000,2709.0
988,20,RL,0.0,9819,Pave,No Alley,4,Lvl,1,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,None,0.0,9,9,PConc,9,9,16,25,1567.0,1,0.0,0.0,1567.0,GasA,9,1,16,1567,0,0,1.0,0.0,2,0,2,1,16,49,2,9,Attchd,1977.0,4,714.0,9,9,Y,264,32,0,0,0,0,0,0,No Feature,0,5,2009,WD ,196000,3134.0
382,20,RL,80.0,10400,Pave,No Alley,9,Lvl,1,Inside,4,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,9,9,CBlock,16,9,1,1,0.0,1,0.0,1090.0,1090.0,GasA,9,1,16,1370,0,0,0.0,0.0,2,0,3,1,9,49,1,9,Attchd,1976.0,4,479.0,9,9,Y,0,0,0,0,0,0,0,9,No Feature,0,6,2009,WD ,152000,2460.0
670,90,RL,91.0,11643,Pave,No Alley,9,Lvl,1,Inside,4,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,9,9,CBlock,9,9,1,4,500.0,1,0.0,748.0,1248.0,GasA,9,1,16,1338,1296,0,1.0,1.0,2,2,6,2,9,49,0,0,Detchd,1969.0,1,968.0,9,9,Y,0,0,0,0,0,0,0,0,No Feature,0,8,2009,WD ,200000,3882.0
2760,20,RL,78.0,11645,Pave,No Alley,9,Lvl,1,Inside,4,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,198.0,16,9,PConc,25,9,16,36,1122.0,1,0.0,448.0,1570.0,GasA,25,1,16,1590,0,0,1.0,0.0,2,1,2,1,25,49,0,0,Attchd,2005.0,9,754.0,9,9,Y,176,80,0,0,0,0,0,0,No Feature,0,8,2006,New,294900,3160.0
543,20,RL,61.0,7328,Pave,No Alley,9,Lvl,1,Inside,4,SawyerW,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,16,9,PConc,16,9,1,1,0.0,1,0.0,1450.0,1450.0,GasA,25,1,16,1450,0,0,0.0,0.0,2,0,2,1,16,49,0,0,Attchd,2008.0,4,788.0,9,9,Y,0,93,0,0,0,0,0,0,No Feature,0,2,2009,New,224243,2900.0
2835,50,RL,72.0,7822,Pave,No Alley,9,Bnk,1,Corner,4,Edwards,Artery,Norm,1Fam,1.5Fin,6,3,1915,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,9,4,BrkTil,4,4,1,1,0.0,1,0.0,832.0,832.0,GasA,9,1,4,846,492,0,0.0,0.0,2,0,3,1,9,49,0,0,Detchd,1974.0,1,528.0,9,9,N,0,0,208,0,0,0,0,16,No Feature,0,5,2006,WD ,92000,2170.0
1735,60,RL,65.0,9018,Pave,No Alley,4,Lvl,1,Inside,4,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,16,9,9,1,0.0,1,0.0,728.0,728.0,GasA,25,1,16,728,728,0,0.0,0.0,2,1,3,1,16,49,1,16,Attchd,2007.0,9,400.0,9,9,Y,100,24,0,0,0,0,0,0,No Feature,0,7,2007,New,179540,2184.0
448,20,RL,103.0,13472,Pave,No Alley,9,Lvl,1,Inside,4,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,25,9,PConc,25,9,16,36,56.0,1,0.0,2336.0,2392.0,GasA,25,1,16,2392,0,0,0.0,0.0,2,0,3,1,25,49,1,25,Attchd,2003.0,9,968.0,9,9,Y,248,105,0,0,0,0,0,0,No Feature,0,6,2009,WD ,386250,4784.0
2287,180,RM,0.0,1533,Pave,No Alley,9,Lvl,1,Inside,4,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,9,9,CBlock,16,9,9,36,503.0,1,0.0,27.0,530.0,GasA,9,1,16,530,462,0,1.0,0.0,1,0,2,1,9,49,0,0,BuiltIn,1970.0,9,297.0,9,9,Y,112,97,0,0,0,0,0,0,No Feature,0,7,2007,WD ,106500,1522.0
524,60,FV,85.0,11003,Pave,No Alley,9,Lvl,1,Inside,4,Somerst,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,25,9,PConc,25,9,9,36,765.0,1,0.0,252.0,1017.0,GasA,25,1,16,1026,981,0,1.0,0.0,2,1,3,1,25,49,1,25,Attchd,2008.0,9,812.0,9,9,Y,168,52,0,0,0,0,0,0,No Feature,0,4,2009,WD ,310000,3024.0
1767,60,RL,83.0,10790,Pave,No Alley,9,Lvl,1,Inside,4,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,275.0,16,9,PConc,16,9,1,1,0.0,1,0.0,1066.0,1066.0,GasA,25,1,16,1108,1277,0,0.0,0.0,2,1,4,1,16,49,1,9,BuiltIn,1998.0,9,600.0,9,9,Y,120,38,0,0,0,0,0,0,No Feature,0,5,2007,WD ,252000,3451.0
2206,75,RL,53.0,7128,Pave,No Alley,9,Lvl,1,Inside,4,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,9,16,CBlock,9,9,1,9,364.0,1,0.0,554.0,918.0,GasA,16,1,16,918,728,0,0.0,0.0,2,0,4,1,9,49,2,16,Detchd,1941.0,1,240.0,9,9,Y,0,0,0,0,126,0,0,9,No Feature,0,8,2007,WD ,164000,2564.0
1740,60,RL,64.0,7713,Pave,No Alley,9,Lvl,1,Inside,4,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,16.0,16,9,PConc,16,9,1,1,0.0,1,0.0,728.0,728.0,GasA,25,1,16,728,728,0,0.0,0.0,2,1,3,1,16,49,0,0,Attchd,2007.0,9,400.0,9,9,Y,100,24,0,0,0,0,0,0,No Feature,0,7,2007,New,177594,2184.0
199,50,RM,52.0,6240,Pave,No Alley,9,Lvl,1,Inside,4,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,VinylSd,VinylSd,None,0.0,9,9,CBlock,9,4,1,9,276.0,1,0.0,252.0,528.0,GasA,16,1,16,548,492,0,0.0,0.0,1,0,2,1,9,49,0,0,Detchd,1979.0,9,624.0,9,9,P,306,0,32,0,0,0,0,0,No Feature,0,5,2010,WD ,123900,1568.0
2214,70,RL,86.0,22420,Pave,No Alley,4,Lvl,1,Inside,4,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,9,9,BrkTil,16,9,1,16,1128.0,1,0.0,242.0,1370.0,GasW,9,0,9,1370,1254,0,1.0,0.0,2,1,4,1,9,49,1,16,Detchd,1918.0,1,864.0,9,9,N,0,0,0,0,0,0,0,0,No Feature,0,11,2007,WD ,239000,3994.0
323,20,RL,85.0,15300,Pave,No Alley,9,Bnk,1,Inside,4,Mitchel,Norm,Norm,1Fam,1Story,5,5,1965,1977,Hip,CompShg,Plywood,HdBoard,None,0.0,9,9,CBlock,9,9,1,9,42.0,1,0.0,1026.0,1068.0,GasA,9,1,16,1264,0,0,1.0,0.0,1,0,2,1,9,49,1,9,Attchd,1965.0,1,528.0,9,9,Y,0,0,0,0,0,0,0,0,No Feature,0,6,2010,WD ,169000,2332.0
2421,120,RL,0.0,3196,Pave,No Alley,9,Lvl,1,Inside,4,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,16,9,PConc,16,9,16,1,0.0,1,0.0,1374.0,1374.0,GasA,25,1,16,1557,0,0,0.0,0.0,2,0,2,1,16,49,1,9,Attchd,2003.0,9,420.0,9,9,Y,143,20,0,0,0,0,0,0,No Feature,0,10,2006,WD ,234000,2931.0
952,85,RL,72.0,9360,Pave,No Alley,9,Bnk,1,Inside,4,Mitchel,Norm,Norm,1Fam,SFoyer,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,9,9,CBlock,16,9,9,36,841.0,4,116.0,0.0,957.0,GasA,9,1,16,1287,0,0,1.0,0.0,1,1,2,1,9,49,2,4,Attchd,1977.0,4,541.0,9,9,Y,302,39,0,0,120,0,0,4,No Feature,0,11,2009,WD ,173000,2244.0
24,20,RL,0.0,11241,Pave,No Alley,4,Lvl,1,CulDSac,4,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,9,9,CBlock,9,9,1,25,578.0,1,0.0,426.0,1004.0,GasA,25,1,16,1004,0,0,1.0,0.0,1,0,2,1,9,49,1,9,Attchd,1970.0,9,480.0,9,9,Y,0,0,0,0,0,0,0,0,Shed,700,3,2010,WD ,149000,2008.0
1139,20,RL,81.0,9260,Pave,No Alley,9,Lvl,1,Corner,4,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,16,9,4,1,0.0,1,0.0,1162.0,1162.0,GasA,25,1,16,1162,0,0,0.0,0.0,2,0,3,1,16,49,0,0,Attchd,2007.0,9,483.0,9,9,Y,0,32,0,0,0,0,0,0,No Feature,0,3,2008,WD ,170000,2324.0
518,20,FV,90.0,7993,Pave,No Alley,4,Lvl,1,Inside,4,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,25,9,1,1,0.0,1,0.0,1436.0,1436.0,GasA,25,1,16,1436,0,0,0.0,0.0,2,0,3,1,16,49,0,0,Attchd,2008.0,9,529.0,9,9,Y,0,121,0,0,0,0,0,0,No Feature,0,10,2009,New,225000,2872.0
1390,20,RL,94.0,9239,Pave,No Alley,9,Lvl,1,Inside,4,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,9,16,CBlock,9,9,1,36,634.0,1,0.0,326.0,960.0,GasA,25,1,16,960,0,0,1.0,0.0,1,0,3,1,16,49,0,0,Attchd,1963.0,9,300.0,9,9,Y,168,0,0,0,0,0,0,0,No Feature,0,5,2008,WD ,144900,1920.0
277,20,RL,60.0,10044,Pave,No Alley,4,Low,1,CulDSac,4,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,9,9,CBlock,16,9,16,25,1070.0,1,0.0,126.0,1196.0,GasA,9,1,16,1196,0,0,1.0,0.0,1,0,3,1,9,49,0,0,Attchd,1968.0,4,336.0,9,9,Y,257,0,168,0,0,0,0,9,No Feature,0,6,2010,WD ,144000,2392.0
54,120,RL,43.0,3182,Pave,No Alley,9,Lvl,1,Inside,4,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,16,9,PConc,16,9,1,36,24.0,1,0.0,1232.0,1256.0,GasA,25,1,16,1269,0,0,0.0,0.0,2,0,2,1,16,49,1,9,Attchd,2004.0,9,430.0,9,9,Y,146,20,0,0,144,0,0,0,No Feature,0,4,2010,WD ,192000,2525.0
649,20,RL,60.0,7626,Pave,No Alley,9,Lvl,1,Inside,4,NAmes,Norm,Norm,1Fam,1Story,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,16,9,CBlock,9,9,1,36,931.0,1,0.0,100.0,1031.0,GasA,16,1,16,1031,0,0,1.0,0.0,1,0,2,1,16,49,0,0,Attchd,1952.0,1,230.0,9,9,Y,0,0,0,0,0,0,0,9,No Feature,0,3,2009,WD ,145500,2062.0
2600,50,RL,60.0,7008,Pave,No Alley,9,Lvl,1,Corner,4,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,9,16,BrkTil,4,4,1,1,0.0,1,0.0,448.0,448.0,GasA,25,1,16,448,272,0,0.0,0.0,1,0,1,1,4,49,0,0,Attchd,1900.0,1,280.0,4,9,Y,0,0,70,0,0,0,0,0,No Feature,0,3,2006,WD ,86900,1168.0
