comp_shingle_roof,masonry_area,bsmt_cond,forced_air_or_other,heating_qual,has_central_air,electrical_qual,functionality,num_fireplaces,fireplace_qual,kitchen_qual,driveway_paved,has_wood_deck,has_open_porch,has_encl_porch,has_3ssn_porch,has_screen_porch,Fence,sqft_per_room,tot_fin_sqft,SalePrice,bsmt_fin_int,garage_qc,pool_qual_int,exterior_qc,overall_qc,siding_type_MetalSd,siding_type_Other,siding_type_Plywood,siding_type_VinylSd,siding_type_Wd Sdng,masonry_type_BrkFace,masonry_type_None,masonry_type_Stone
1,640.0,9,1,25,1,25,64,1,16,16,1,0,1,0,0,0,0,228.57142857142858,1600.0,256300,2,81,0,144,40,0,0,0,1,0,0,0,1
1,0.0,16,1,25,1,25,64,1,9,16,1,0,1,0,0,0,0,250.71428571428572,1944.0,188000,37,36,0,144,24,0,1,0,0,0,0,1,0
1,630.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,257.14285714285717,3074.0,312500,37,81,0,144,40,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,300.0,1200.0,151000,2,81,0,144,35,1,0,0,0,0,0,1,0
1,376.0,9,1,25,1,25,49,0,0,9,1,1,1,0,0,0,0,227.5,1836.0,122500,26,81,0,81,25,0,0,0,0,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,242.28571428571428,2331.0,188000,61,81,0,144,30,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,226.125,1809.0,209700,2,81,0,144,35,0,0,0,1,0,0,1,0
1,945.0,16,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,319.14285714285717,3792.0,441929,37,81,0,144,40,0,0,0,1,0,1,0,0
1,120.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,240.0,2282.0,163000,37,81,0,144,30,0,0,0,0,0,1,0,0
1,157.0,4,1,16,1,25,64,0,0,16,1,1,1,0,0,0,0,231.88888888888889,2655.0,187500,5,81,0,81,48,0,0,0,0,0,1,0,0
1,260.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,302.6,2759.0,220000,37,81,0,144,40,0,0,0,1,0,1,0,0
1,0.0,9,1,9,1,25,64,0,0,16,1,1,1,0,0,0,0,221.4,1619.0,127000,41,81,0,81,30,1,0,0,0,0,0,1,0
1,0.0,0,1,25,1,25,25,1,1,9,1,0,0,0,0,0,0,165.4,827.0,107500,0,81,0,81,35,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,1,16,9,1,0,1,1,0,0,0,164.88888888888889,1484.0,128000,2,0,0,81,36,0,0,0,0,1,0,1,0
1,0.0,9,1,16,0,4,64,0,0,9,0,0,0,0,0,0,0,191.0,764.0,73000,2,81,0,81,25,0,0,0,0,1,0,1,0
1,562.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,298.6666666666667,3359.0,374000,37,81,0,144,45,0,0,0,1,0,1,0,0
1,1110.0,9,1,25,1,25,64,1,9,16,1,0,1,0,0,0,0,264.9,3724.0,421250,37,81,0,144,40,0,0,0,1,0,1,0,0
1,0.0,9,1,16,1,25,64,1,9,9,1,1,1,0,0,0,9,227.57142857142858,1593.0,178000,2,81,0,81,30,0,0,0,1,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,1,0,0,1,0,0,9,196.83333333333334,2281.0,137500,25,81,0,81,20,0,0,1,0,0,0,1,0
1,554.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,283.85714285714283,3301.0,301500,37,81,0,144,40,0,0,0,0,0,1,0,0
1,0.0,9,1,16,1,9,64,1,16,9,1,1,1,0,0,0,0,207.0,1242.0,105000,2,36,0,81,36,0,0,0,0,1,0,1,0
1,203.0,9,1,9,1,25,64,1,4,16,1,1,0,0,0,0,0,244.0,1736.0,157500,26,81,0,81,42,0,0,0,0,0,1,0,0
1,0.0,9,1,9,0,16,64,0,0,9,0,0,0,1,0,0,9,202.33333333333334,1214.0,117000,2,81,0,81,15,0,1,0,0,0,0,1,0
1,0.0,9,1,16,1,25,64,0,0,9,1,0,0,0,0,0,4,172.8,1332.0,105000,17,81,0,81,30,0,0,0,0,1,0,1,0
1,0.0,9,1,25,1,16,9,0,0,9,1,0,0,0,0,0,0,273.1666666666667,1166.0,115000,2,81,0,81,30,1,0,0,0,0,0,1,0
1,302.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,248.0,1736.0,360000,2,81,0,225,45,0,0,0,1,0,0,0,1
1,0.0,0,1,9,1,25,64,0,0,9,1,0,0,0,0,0,0,191.875,1535.0,118858,0,81,0,81,25,0,0,1,0,0,0,1,0
1,252.0,9,1,16,1,25,64,0,0,16,1,0,1,0,0,0,0,233.14285714285714,2096.0,173000,45,81,0,81,48,0,0,0,0,0,1,0,0
1,0.0,9,1,9,1,16,64,0,0,9,1,0,1,0,0,0,0,181.25,725.0,78500,2,81,0,81,15,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,245.71428571428572,1720.0,183500,2,81,0,144,35,0,0,0,1,0,0,1,0
1,0.0,9,1,9,0,25,36,0,0,9,1,0,1,1,0,0,0,234.0,936.0,93000,2,81,0,36,16,1,0,0,0,0,0,1,0
1,72.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,227.0,2673.0,226500,37,81,0,144,40,0,0,0,1,0,1,0,0
1,0.0,9,1,16,1,25,64,1,9,9,1,0,1,0,0,0,0,224.42857142857142,1571.0,178000,2,81,0,144,42,0,0,0,1,0,0,1,0
1,167.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,211.28571428571428,2492.0,226000,37,81,0,144,35,0,0,0,1,0,1,0,0
1,178.0,9,1,25,1,25,64,1,9,9,1,0,1,1,0,0,9,233.14285714285714,2416.0,173000,20,81,0,400,35,0,0,0,1,0,1,0,0
1,0.0,9,1,16,1,25,64,1,1,9,1,0,0,1,0,0,4,172.8,1728.0,62383,25,81,0,81,25,1,0,0,0,0,0,1,0
1,268.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,246.63636363636363,4043.0,446261,37,81,0,225,45,0,0,0,1,0,0,0,1
1,0.0,9,1,25,1,25,64,1,16,16,1,1,0,1,0,0,9,246.5,1903.0,160000,26,81,0,81,56,0,0,0,0,1,0,1,0
1,24.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,225.14285714285714,2663.0,219990,37,81,0,144,35,0,0,0,1,0,1,0,0
1,125.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,246.5,1479.0,191000,2,81,0,144,35,0,0,0,1,0,1,0,0
1,0.0,9,1,9,0,16,25,1,16,9,1,0,1,0,0,1,0,176.66666666666666,1604.0,136500,13,36,0,144,35,1,0,0,0,0,0,1,0
1,0.0,0,1,9,0,25,36,0,0,16,0,0,0,1,0,0,0,188.6,943.0,80000,0,81,0,81,20,0,0,0,0,0,0,1,0
1,178.0,16,1,16,1,25,64,0,0,16,1,0,0,0,0,0,0,242.55555555555554,3387.0,229000,40,81,0,256,35,0,0,0,0,0,1,0,0
1,246.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,16,243.625,2699.0,236000,37,81,0,144,35,1,0,0,0,0,1,0,0
1,242.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,1,0,228.0,1824.0,392000,2,81,0,225,50,1,0,0,0,0,1,0,0
1,0.0,4,1,4,1,25,64,0,0,9,1,0,0,1,0,0,9,241.25,2452.0,149000,17,81,0,81,30,0,0,1,0,0,0,1,0
1,0.0,9,1,25,1,25,64,1,9,25,1,0,1,0,0,1,0,341.85714285714283,3363.0,345000,52,81,0,225,50,0,1,0,0,0,0,1,0
1,0.0,9,1,25,1,16,64,0,0,9,1,0,1,1,0,0,0,251.75,2014.0,169000,2,81,0,256,40,0,1,0,0,0,0,1,0
1,0.0,9,1,9,0,25,25,0,0,9,0,0,0,0,0,0,0,310.5,1242.0,109900,2,81,0,81,20,0,0,0,0,1,0,1,0
1,94.0,9,1,25,1,25,64,1,9,9,1,1,1,0,0,0,0,222.22222222222223,2758.0,188000,5,81,0,81,35,0,0,0,0,0,1,0,0
1,0.0,9,1,25,1,9,64,1,16,9,1,1,0,0,0,0,0,235.33333333333334,1412.0,132500,2,81,0,36,36,1,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,9,1,1,0,0,0,1,0,198.0,1745.0,143000,26,81,0,144,35,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,9,1,0,0,0,0,0,0,191.71428571428572,1899.0,125000,26,81,0,81,30,0,0,0,0,1,0,1,0
1,568.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,1,0,266.85714285714283,3373.0,415000,37,81,0,225,45,0,0,0,1,0,1,0,0
1,0.0,9,1,16,1,25,64,0,0,9,1,0,0,0,0,1,0,227.16666666666666,1363.0,125500,2,81,0,81,28,0,0,0,1,0,0,1,0
1,183.0,9,1,16,1,25,49,1,16,9,1,1,0,0,0,0,9,272.0,2872.0,139000,13,81,0,81,36,0,0,0,0,1,0,0,0
1,420.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,229.6,3634.0,451950,37,81,0,225,50,0,1,0,0,0,0,0,1
1,74.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,0,167.8,1678.0,119900,2,0,0,81,25,0,0,0,1,0,1,0,0
1,136.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,216.0,2301.0,220000,37,81,0,144,40,0,0,0,1,0,1,0,0
1,302.0,9,1,9,1,25,64,1,16,9,1,0,1,0,0,0,0,226.71428571428572,2425.0,167300,17,81,0,81,36,1,0,0,0,0,1,0,0
1,0.0,9,1,25,1,25,64,1,16,9,1,1,0,0,0,0,0,216.33333333333334,1924.0,122000,10,81,0,81,30,0,0,0,0,1,0,1,0
1,336.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,0,172.8,3060.0,125000,10,81,0,81,25,0,0,0,0,0,1,0,0
1,0.0,9,1,16,1,16,64,0,0,9,1,0,0,0,0,0,0,185.6,1236.0,112500,10,81,0,81,30,0,1,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,256.42857142857144,1795.0,191000,2,81,0,144,35,0,0,0,1,0,0,1,0
1,135.0,9,1,16,1,25,64,0,0,9,1,0,0,0,0,1,0,216.0,1650.0,136000,17,81,0,144,42,1,0,0,0,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,296.5,1779.0,197900,2,81,0,81,35,0,0,0,1,0,0,1,0
1,0.0,4,1,16,1,25,64,0,0,16,1,1,0,0,0,0,0,327.0,1635.0,117000,2,36,0,144,48,0,0,0,1,0,0,1,0
1,84.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,203.33333333333334,1904.0,194000,37,81,0,144,35,0,0,0,1,0,0,0,1
1,179.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,262.0,2314.0,285000,37,81,0,144,45,0,0,0,1,0,1,0,0
1,0.0,9,1,16,1,25,64,0,0,9,1,1,0,0,0,0,0,225.83333333333334,1887.0,127500,34,0,0,144,35,0,0,0,0,1,0,1,0
1,0.0,9,1,25,1,25,64,1,9,16,1,0,1,0,0,0,0,255.0,3023.0,268000,37,81,0,144,35,0,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,9,0,0,0,1,0,0,9,256.85714285714283,1798.0,137000,2,81,0,81,32,1,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,1,16,16,1,0,1,1,0,0,0,202.5,2517.0,215000,41,81,0,81,49,0,0,1,0,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,0,243.2,1504.0,129500,10,81,0,81,25,1,0,0,0,0,0,1,0
1,0.0,9,1,16,1,16,64,0,0,9,1,1,1,0,0,0,0,192.0,1344.0,115000,2,36,0,81,20,1,0,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,0,1,0,1,0,0,0,231.8,1159.0,114000,2,36,0,144,40,0,0,0,1,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,1,0,1,0,0,0,9,211.2,2112.0,107000,10,81,0,81,16,0,0,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,1,1,0,1,0,0,0,202.66666666666666,1658.0,118500,10,81,0,81,25,1,0,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,1,16,9,1,0,0,1,0,0,0,231.6,1158.0,120000,2,81,0,81,42,0,1,0,0,0,0,1,0
1,148.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,219.71428571428572,2307.0,260000,37,81,0,144,40,0,0,0,1,0,1,0,0
1,150.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,16,190.5,2161.0,136000,25,81,0,81,25,1,0,0,0,0,1,0,0
1,0.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,4,174.4,872.0,123000,2,81,0,81,20,1,0,0,0,0,0,1,0
1,0.0,9,1,9,1,16,64,0,0,4,0,0,1,0,0,0,9,234.33333333333334,1406.0,89500,2,0,0,36,42,1,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,220.66666666666666,1324.0,199500,2,81,0,144,30,0,0,0,1,0,0,1,0
1,41.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,9,150.66666666666666,904.0,109900,2,81,0,81,35,0,0,0,0,0,0,0,0
1,0.0,9,1,25,1,25,64,1,16,16,1,0,0,0,0,1,9,231.11111111111111,2080.0,234000,2,81,0,144,63,1,0,0,0,0,0,1,0
1,169.0,9,1,25,1,25,64,1,16,16,1,1,0,0,0,0,0,282.6666666666667,1510.0,155900,37,81,0,144,30,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,16,36,1,9,9,1,1,0,0,0,0,0,223.5,1788.0,161500,2,81,0,81,20,0,0,0,0,1,0,1,0
1,541.0,9,1,16,1,16,64,1,16,16,1,0,1,0,0,1,0,192.0,1809.0,137500,45,81,0,81,36,0,0,0,0,0,1,0,0
1,0.0,9,0,4,0,9,64,0,0,4,0,0,1,1,0,0,0,188.0,2256.0,76500,2,0,0,36,15,1,0,0,0,0,0,1,0
1,268.0,9,1,9,1,25,64,1,9,9,1,0,1,0,0,1,0,257.5,2891.0,211000,37,81,0,144,30,0,0,1,0,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,267.4,1603.0,181000,37,81,0,144,30,1,0,0,0,0,0,1,0
1,183.0,9,1,9,1,25,64,0,0,9,1,0,1,0,0,0,16,194.16666666666666,2016.0,174900,34,256,0,81,42,0,0,0,0,0,1,0,0
1,97.0,9,1,25,1,25,64,1,4,9,1,1,1,1,0,0,0,220.0,2199.0,164500,29,81,0,81,30,0,0,0,1,0,1,0,0
1,168.0,9,1,25,1,25,64,0,0,16,1,0,0,0,0,0,0,219.28571428571428,1537.0,214000,37,81,0,144,35,0,0,0,1,0,1,0,0
1,280.0,9,1,9,1,25,49,1,9,9,1,1,1,0,0,0,0,292.0,2044.0,185000,2,81,0,81,42,0,0,0,0,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,9,1,0,1,1,0,0,0,189.33333333333334,1216.0,123000,17,81,0,81,28,1,0,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,1,1,16,1,1,0,1,0,0,9,259.8,2300.0,183500,37,81,0,81,36,0,0,0,0,0,0,1,0
1,456.0,9,1,25,1,25,64,0,0,16,1,1,0,0,0,0,0,288.2,1441.0,174000,2,81,0,144,40,1,0,0,0,0,1,0,0
1,0.0,9,1,9,1,25,25,1,9,9,0,0,1,0,0,0,0,271.6666666666667,2217.0,130000,10,81,0,81,25,1,0,0,0,0,0,1,0
1,0.0,16,1,25,1,25,64,1,16,25,1,0,0,1,0,0,0,273.5,1657.0,178000,5,36,0,81,49,0,0,0,0,1,0,1,0
1,0.0,9,1,16,1,25,64,1,9,9,1,1,1,0,0,0,9,271.5,2420.0,189900,37,81,0,81,25,0,0,0,1,0,0,1,0
1,170.0,9,1,25,1,25,64,0,0,16,1,1,0,0,0,0,0,212.0,1533.0,144000,37,81,0,144,30,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,9,1,0,0,1,0,0,0,163.2,1354.0,120500,26,81,0,256,48,0,0,0,0,1,0,1,0
1,0.0,9,1,25,1,25,64,0,0,9,1,1,1,0,0,0,0,182.83333333333334,1097.0,145000,2,81,0,81,25,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,25,1,1,1,0,0,0,0,275.3333333333333,2848.0,251000,37,81,0,144,40,0,1,0,0,0,0,1,0
1,0.0,9,1,9,0,25,64,0,0,9,1,0,0,0,0,0,0,221.0,1768.0,136500,2,0,0,81,20,0,0,0,0,0,0,1,0
1,58.0,0,1,9,0,9,64,0,0,9,0,0,0,0,0,0,0,192.0,1152.0,82500,0,0,0,81,20,0,1,0,0,0,0,0,0
1,0.0,0,1,9,0,16,49,0,0,9,0,1,1,0,0,0,0,202.5,810.0,57625,0,81,0,16,8,0,0,0,0,1,0,1,0
1,176.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,226.33333333333334,2234.0,212500,37,81,0,144,35,0,0,0,1,0,0,0,1
1,116.0,9,1,25,1,25,64,0,0,9,1,0,1,0,0,0,0,243.2,2113.0,164000,37,81,0,81,30,0,0,0,1,0,1,0,0
1,327.0,9,1,16,1,25,64,0,0,16,1,0,1,0,0,0,0,273.0,1638.0,139000,2,81,0,81,30,1,0,0,0,0,1,0,0
1,212.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,313.0,1762.0,160000,17,81,0,144,35,1,0,0,0,0,1,0,0
1,0.0,9,1,9,1,25,64,1,4,9,1,1,1,0,0,0,16,176.6,1711.0,149000,40,81,0,81,30,0,0,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,1,1,0,0,0,0,4,174.8,1384.0,130000,17,81,0,81,30,0,0,0,0,0,0,1,0
1,0.0,9,1,16,1,25,64,0,0,9,1,1,1,1,0,0,16,190.0,1710.0,140000,2,81,0,81,42,0,1,0,0,0,0,1,0
1,288.0,9,1,25,1,25,64,1,16,16,1,0,1,0,0,0,0,229.5,1836.0,264500,2,81,0,144,40,0,0,0,1,0,1,0,0
1,0.0,9,1,9,1,16,64,1,9,9,1,1,0,0,0,1,1,182.0,1987.0,141000,10,81,0,81,25,0,0,0,0,1,0,1,0
1,0.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,310.25,2347.0,199900,37,81,0,144,35,0,0,0,1,0,0,1,0
1,360.0,9,1,9,1,25,64,1,9,9,1,0,1,0,0,0,0,222.33333333333334,2020.0,167900,26,81,0,81,30,0,0,1,0,0,1,0,0
1,85.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,204.14285714285714,2242.0,181900,25,81,0,81,36,0,0,0,0,1,1,0,0
1,36.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,223.71428571428572,2644.0,262500,37,81,0,144,40,0,0,0,1,0,0,0,1
1,283.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,1,0,286.0,2720.0,230000,37,81,0,144,49,0,0,0,0,0,1,0,0
1,60.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,341.8,2947.0,328900,37,81,0,144,45,1,0,0,0,0,1,0,0
1,210.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,245.85714285714286,1840.0,232698,37,81,0,144,40,0,0,0,1,0,1,0,0
1,140.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,250.8,2126.0,221800,37,81,0,144,40,0,0,0,1,0,1,0,0
1,0.0,9,1,16,1,25,49,0,0,16,0,0,0,0,0,0,9,225.0,1686.0,152400,26,81,0,81,35,0,0,0,0,1,0,1,0
1,171.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,271.6666666666667,1630.0,213000,2,81,0,144,35,0,0,0,1,0,1,0,0
1,96.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,226.42857142857142,1585.0,184900,2,81,0,144,35,0,0,0,1,0,1,0,0
1,56.0,9,1,9,1,25,64,1,16,9,1,0,0,0,0,0,0,267.2,2177.0,157000,17,81,0,81,25,1,0,0,0,0,1,0,0
1,0.0,9,1,16,1,25,49,1,9,9,1,1,0,0,0,0,9,201.83333333333334,1823.0,144000,17,81,0,81,30,0,0,0,0,0,0,1,0
1,253.0,9,1,25,1,25,64,1,9,9,1,1,1,0,0,0,0,270.6,2256.0,192350,37,81,0,81,30,1,0,0,0,0,1,0,0
1,202.0,9,1,25,1,25,64,1,9,9,1,0,0,0,0,0,9,200.0,1854.0,163500,17,81,0,81,42,0,0,0,0,0,1,0,0
1,99.0,9,1,25,1,25,64,1,25,16,1,1,1,0,0,0,0,232.9,3414.0,262280,37,81,0,81,35,0,0,0,0,0,1,0,0
1,113.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,219.42857142857142,2346.0,214000,37,81,0,144,35,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,25,64,1,16,25,1,0,0,1,0,0,0,301.8333333333333,2654.0,230000,61,81,0,81,42,0,1,0,0,0,0,1,0
1,350.0,16,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,241.33333333333334,2172.0,280000,2,81,0,144,35,0,0,0,1,0,1,0,0
1,0.0,9,1,16,1,16,64,0,0,9,1,0,1,0,0,0,0,178.83333333333334,2040.0,140000,37,81,0,81,24,1,0,0,0,0,0,1,0
1,351.0,9,1,9,1,25,64,1,9,9,1,0,1,1,0,0,0,262.7142857142857,1839.0,155000,2,81,0,81,30,1,0,0,0,0,1,0,0
1,0.0,4,1,4,0,4,64,0,0,4,0,0,0,1,0,0,0,204.0,1020.0,64500,2,0,0,16,9,0,0,0,0,1,0,1,0
1,85.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,225.25,2662.0,218000,37,81,0,256,42,0,0,0,1,0,1,0,0
1,51.0,25,1,9,1,25,64,1,4,9,1,0,0,0,0,0,9,168.16666666666666,1764.0,160000,26,81,0,81,35,0,0,1,0,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,223.0,1362.0,208900,37,81,0,144,40,0,0,0,1,0,0,1,0
1,0.0,0,1,9,1,25,64,1,16,25,1,0,1,0,0,0,0,347.27272727272725,3820.0,284700,0,81,0,81,35,0,0,1,0,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,278.4,1392.0,146000,2,81,0,144,35,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,1,0,322.0,2074.0,245500,37,81,0,144,40,0,1,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,9,1,0,0,1,0,0,0,168.83333333333334,1013.0,113000,2,36,0,81,42,1,0,0,0,0,0,1,0
1,238.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,254.57142857142858,3313.0,296000,37,81,0,144,40,0,0,0,1,0,1,0,0
1,200.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,240.25,3171.0,377426,37,81,0,144,45,0,0,0,1,0,0,0,1
1,230.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,245.42857142857142,2890.0,337500,37,81,0,225,50,0,1,0,0,0,0,0,1
1,730.0,9,1,25,1,25,64,1,25,25,1,1,1,0,0,0,0,311.5,4638.0,552000,37,81,0,225,50,0,1,0,0,0,0,0,1
1,0.0,9,1,25,1,25,64,0,0,9,1,0,0,0,0,0,0,187.2,936.0,97900,2,9,0,144,28,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,304.5,1245.0,208300,37,81,0,144,30,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,227.5,1820.0,213000,2,81,0,81,35,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,215.5,1724.0,188000,2,81,0,81,35,0,0,0,1,0,0,1,0
1,632.0,9,1,25,1,16,64,1,9,9,1,1,0,0,0,0,0,190.85714285714286,1539.0,162000,10,81,0,81,36,0,0,0,0,1,1,0,0
1,0.0,9,1,9,1,16,64,0,0,9,1,1,0,0,0,0,9,259.6666666666667,1978.0,152000,17,81,0,81,25,0,0,0,0,1,0,1,0
1,0.0,9,1,25,1,25,64,1,16,16,1,0,1,0,0,0,4,243.375,2169.0,254900,37,81,0,144,35,0,0,0,1,0,0,1,0
1,145.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,276.1666666666667,2194.0,189000,37,81,0,144,35,0,0,0,1,0,1,0,0
1,383.0,9,1,9,1,25,64,1,4,16,1,1,0,0,0,0,0,294.85714285714283,3456.0,235000,45,81,0,256,35,0,0,1,0,0,1,0,0
1,0.0,9,0,9,0,25,64,0,0,9,1,0,1,0,0,0,0,232.8,2204.0,125000,26,81,0,81,25,1,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,9,1,0,1,0,0,0,0,209.0,836.0,120000,2,81,0,81,42,0,0,1,0,0,0,1,0
1,0.0,0,1,9,1,16,25,0,0,9,0,0,0,1,0,0,0,266.6666666666667,1600.0,81500,0,36,0,36,3,0,1,0,0,0,0,1,0
1,104.0,9,1,9,1,25,64,0,0,9,1,0,1,0,0,0,0,163.2,1632.0,118500,37,0,0,144,30,0,0,0,0,0,1,0,0
1,162.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,252.28571428571428,2887.0,370878,37,81,0,225,45,0,1,0,0,0,0,0,1
1,0.0,9,1,9,0,16,64,0,0,9,1,0,0,0,0,0,0,250.25,2286.0,145000,17,81,0,81,30,1,0,0,0,0,0,1,0
1,312.0,9,1,25,1,25,64,1,9,16,1,0,1,1,0,0,0,244.25,2295.0,311500,17,81,0,256,63,0,0,0,1,0,1,0,0
1,14.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,227.33333333333334,1817.0,210250,37,81,0,144,35,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,232.625,2561.0,200000,37,81,0,144,35,0,0,0,1,0,0,1,0
1,0.0,0,1,9,1,25,64,0,0,16,1,0,0,0,0,0,0,216.75,1734.0,126000,0,81,0,81,25,0,0,1,0,0,0,1,0
1,0.0,9,1,16,1,25,64,0,0,9,0,0,0,1,0,1,0,173.16666666666666,1039.0,114000,2,81,0,256,32,1,0,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,16,0,0,0,1,0,0,0,215.71428571428572,1510.0,87500,2,81,0,256,16,0,0,0,1,0,0,1,0
1,146.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,254.1,3527.0,349265,37,81,0,144,40,0,0,0,1,0,0,0,1
0,264.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,252.0,2802.0,203000,25,81,0,144,40,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,239.0,1454.0,189000,37,81,0,144,35,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,275.5,2063.0,209000,37,81,0,144,35,0,0,0,1,0,0,1,0
