Id,zoning,normal_frontage,lot_area,paved_access,alley,reg_shape,is_flat,inside_lot,near_rr,single_fam,one_story,house_qual,house_cond,built_before_1970,roof_gable,roof_std_shingle,vinyl_siding,has_masonry,ext_qual_above_avg,ext_cond_above_avg,b_height_above_avg,b_cond_above_avg,basement_finished,forced_air,heating_above_avg,central_air,std_circuit_breaker,kitchen_above_avg,fully_functional,has_fireplace,fireplace_qual,has_garage,garage_finished,garage_sqft,driveway_paved,has_wood_deck,has_open_porch,has_encl_porch,has_3ssn_porch,has_screen_porch,has_pool,has_fence,has_misc,total_sqft,full_baths,half_baths,total_rooms,slope_Mod,slope_Sev,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,month_sold_2,month_sold_3,month_sold_4,month_sold_5,month_sold_6,month_sold_7,month_sold_8,month_sold_9,month_sold_10,month_sold_11,month_sold_12,year_sold_2007,year_sold_2008,year_sold_2009,year_sold_2010,SalePrice
2265,1,0,10331,1,0,1,1,0,0,1,1,7,7,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,528.0,1,1,0,0,0,0,0,0,0,2505.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,174000
1088,1,1,9587,1,0,0,1,1,0,1,0,7,5,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,400.0,1,1,0,0,0,0,0,0,0,2022.0,3.0,0.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,190000
698,1,0,9900,1,0,1,1,0,0,1,0,5,8,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1968.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,129000
1896,1,0,22002,1,0,1,1,0,0,1,1,6,7,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,510.0,1,0,0,0,0,1,0,0,0,3244.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,200000
628,1,0,13000,1,0,1,1,0,0,1,0,6,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,509.0,1,0,1,0,0,1,0,0,0,3038.0,2.0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,193500
1212,1,1,8250,1,0,1,1,1,0,1,1,6,7,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,504.0,1,0,0,0,0,0,0,1,0,2184.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,145000
2864,1,0,8170,1,0,0,1,1,0,1,0,7,7,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,451.0,1,0,0,0,0,0,0,0,0,2693.0,2.0,0.0,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218000
2740,1,1,12048,1,0,1,1,1,0,1,1,5,6,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,569.0,1,0,1,1,0,1,0,0,0,1488.0,1.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135000
2560,1,0,10858,1,0,1,1,0,0,1,1,5,6,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,240.0,1,0,1,1,0,0,0,1,0,3068.0,2.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146500
1716,1,1,7577,1,0,0,1,0,0,0,1,6,5,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,460.0,1,1,1,0,0,0,0,0,0,2724.0,2.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,194700
1130,0,1,7500,1,1,1,1,1,0,1,1,7,5,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,462.0,1,1,1,0,0,0,0,0,0,2436.0,3.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,230348
201,1,0,6120,1,0,1,1,1,0,1,1,6,5,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,288.0,1,0,0,1,0,0,0,0,0,2192.0,2.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,109500
2886,1,1,23580,1,0,0,1,1,0,1,1,6,6,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,576.0,1,1,1,0,0,0,0,0,0,3250.0,2.0,1.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,242500
2328,1,0,5306,1,0,0,1,1,0,0,0,7,7,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,504.0,1,1,1,0,0,0,0,0,0,2831.0,3.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,239000
2583,1,1,8092,1,0,1,1,1,0,1,1,6,8,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,286.0,1,0,0,0,0,0,0,0,0,2100.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,156000
1206,1,1,8593,1,0,0,1,1,0,1,1,4,6,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,352.0,1,0,0,0,0,0,0,0,0,1814.0,1.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,109008
2242,1,1,11067,1,0,1,1,0,0,1,0,2,4,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,256.0,0,1,0,0,0,0,0,0,0,845.0,1.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,68104
1105,1,0,11929,1,0,0,1,0,0,1,0,8,7,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,751.0,1,1,1,0,0,0,0,0,0,3743.0,2.0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,290000
121,1,0,9900,1,0,1,1,0,0,1,1,5,5,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,504.0,1,0,0,1,0,0,0,0,0,2418.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,159000
1223,1,0,4882,1,0,0,0,1,1,1,0,4,7,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,231.0,1,0,0,0,0,0,0,0,0,1254.0,1.0,0.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,87000
265,1,0,11423,1,0,1,1,1,0,1,1,8,5,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,670.0,1,1,0,0,0,0,0,1,1,3182.0,3.0,0.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,272000
2813,1,1,8772,1,0,1,1,0,0,1,1,7,5,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,502.0,1,1,1,0,0,0,0,0,0,2672.0,3.0,0.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,198000
1294,1,1,7628,1,0,1,1,1,0,1,0,4,6,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,440.0,1,1,0,0,0,0,0,0,0,2457.0,2.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,119164
2745,1,1,8335,1,0,1,1,0,0,1,1,5,5,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0.0,0,0,1,1,0,0,0,0,0,1124.0,1.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93000
1094,1,1,8220,1,0,0,1,1,0,1,0,7,5,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,431.0,1,1,0,0,0,0,0,0,0,2874.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,226750
651,1,0,10615,1,0,0,0,0,0,0,0,3,5,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,420.0,1,0,1,0,0,0,0,0,0,2677.0,3.0,0.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,95000
198,1,0,6000,1,0,1,1,1,0,1,0,6,7,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,312.0,1,1,0,1,0,0,0,0,0,2196.0,1.0,1.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,139900
131,1,0,5350,1,0,0,1,1,0,1,1,3,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,1,1,2034.0,1.0,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,76500
1258,1,1,5400,1,0,1,1,0,0,1,1,4,7,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,308.0,0,1,1,0,0,0,0,0,0,1344.0,1.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,86900
1599,1,0,17979,1,0,0,1,0,0,1,1,5,6,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,257.0,1,1,0,0,0,0,0,1,1,2273.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,152500
1508,1,1,9520,1,0,1,0,1,0,1,1,4,5,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,286.0,1,1,0,0,0,0,0,1,1,1841.0,1.0,0.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,99000
615,1,0,5330,1,0,1,0,1,0,1,1,4,7,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,1128.0,1.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,82500
1815,1,0,8012,1,0,1,1,1,0,0,1,6,5,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,529.0,1,0,0,1,0,0,0,0,0,3150.0,3.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,179200
2712,1,1,9000,1,0,1,1,0,0,1,1,5,6,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,286.0,1,0,1,0,0,0,0,1,0,2118.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,142500
2051,1,1,14299,1,0,1,1,1,0,1,1,4,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,440.0,0,0,0,0,0,0,0,1,0,2010.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,115400
1863,0,0,7050,1,0,1,1,1,0,1,0,7,5,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,650.0,1,0,1,0,0,0,0,0,0,2986.0,3.0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,226000
2510,0,0,3180,1,1,1,1,1,0,0,0,7,5,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,480.0,1,0,1,0,0,0,0,0,0,1800.0,2.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,144152
1069,1,0,16451,1,0,0,1,0,0,1,0,8,5,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,795.0,1,1,1,0,0,0,0,0,0,4455.0,2.0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,370000
336,1,1,12887,1,0,1,1,1,0,1,1,5,7,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,495.0,1,1,0,0,0,0,0,1,0,1666.0,2.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,149900
2417,1,0,15578,1,0,0,1,0,0,1,0,6,5,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,429.0,1,0,0,0,0,0,0,0,0,2184.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,172785
1962,1,1,7200,1,0,1,1,1,0,1,1,5,8,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,720.0,1,1,0,0,0,0,0,0,0,1728.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,129000
372,1,0,17043,1,0,0,1,0,0,1,1,6,5,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,435.0,1,1,0,0,0,0,0,0,0,2948.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,181000
2578,1,0,10000,1,0,1,1,0,0,1,0,5,6,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,300.0,1,1,0,0,0,1,0,1,0,2428.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000
2824,1,1,8050,1,0,1,1,1,0,1,1,6,5,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1828.0,2.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117250
471,1,0,3182,1,0,1,1,1,0,0,1,7,5,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,430.0,1,1,1,0,0,0,0,0,0,2928.0,2.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,192500
1544,1,0,1950,1,0,1,1,1,0,0,0,6,6,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,452.0,1,1,0,0,0,0,0,1,0,2272.0,3.0,1.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,151000
2141,1,1,7700,1,0,1,1,0,0,1,1,5,5,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,461.0,1,1,0,0,0,0,0,1,0,1764.0,2.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,112500
2008,1,0,8731,1,0,0,1,1,0,1,1,5,5,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,495.0,1,0,0,1,0,1,0,0,0,2082.0,1.0,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,144000
1075,1,0,8232,1,0,0,1,1,0,0,1,9,5,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,944.0,1,1,0,0,0,0,0,0,0,3600.0,3.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,370967
34,1,0,2280,1,0,1,1,0,0,0,0,6,6,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,440.0,1,1,0,0,0,0,0,0,0,2311.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,149900
847,1,1,8935,1,0,0,1,1,0,1,0,7,5,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,493.0,1,1,1,0,0,0,0,0,0,2491.0,2.0,1.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,195000
1629,1,0,9125,1,0,0,1,1,0,1,0,7,5,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,392.0,1,1,1,0,0,0,0,0,0,1866.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,163900
2073,1,0,11075,1,0,1,1,0,0,1,1,6,5,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,552.0,1,0,1,0,0,1,0,1,0,2712.0,2.0,0.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,182000
960,1,0,13438,1,0,0,0,0,0,1,1,9,5,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,780.0,1,1,1,0,0,0,0,0,0,4226.0,3.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,410000
955,1,0,11070,1,0,1,1,1,0,1,1,5,5,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,672.0,1,0,0,0,0,0,0,0,0,3177.0,3.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,152000
2476,1,1,7800,1,0,1,1,1,0,1,0,7,5,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,462.0,1,1,1,0,0,0,0,0,0,2577.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,184000
1590,1,1,7060,1,0,1,1,1,0,0,0,7,5,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,784.0,1,0,0,0,0,0,0,0,0,2688.0,4.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,206300
2913,1,0,11836,1,0,0,1,0,0,0,1,5,5,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,928.0,1,0,0,0,0,0,0,0,0,3304.0,2.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146500
149,1,1,8382,1,0,1,1,1,0,1,0,4,5,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,263.0,1,0,0,0,0,0,0,0,0,2169.0,1.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108000
2525,1,0,10192,1,0,0,1,1,0,1,0,7,6,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,487.0,1,0,1,0,0,0,0,1,0,2490.0,3.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170000
1470,1,0,4426,1,0,1,1,1,0,0,1,6,5,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,420.0,1,1,0,0,0,0,0,0,0,1696.0,2.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,145000
412,1,0,2280,1,0,1,1,0,0,0,1,7,5,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,440.0,1,0,1,0,0,0,0,0,0,2112.0,2.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,123000
